idade,sexo,raca_cor,serie,turno,nota_portugues,nota_matematica,distorcao_idade_serie,faltas_anuais,repeticoes_anteriores,trabalha,renda_familiar,escolaridade_pai,escolaridade_mae,evasao
18,M,Branca,3ano,matutino,5.36,3.88,1,9,0,0,2124,2,1,0
16,M,Branca,1ano,noturno,9.35,2.57,1,10,0,0,1502,0,2,0
17,F,Branca,3ano,vespertino,5.85,6.3,0,10,0,0,13374,0,3,0
16,M,Indígena,1ano,matutino,4.3,3.9,1,12,0,0,2747,1,2,1
19,M,Parda,3ano,noturno,7.69,8.08,2,21,1,1,793,1,0,1
17,M,Branca,3ano,vespertino,4.86,8.67,0,14,0,0,500,2,0,0
17,M,Branca,2ano,matutino,9.38,7.7,1,12,0,0,704,0,3,0
18,F,Branca,3ano,vespertino,5.38,7.66,1,10,0,0,500,0,3,0
20,F,Branca,3ano,noturno,4.94,10.0,3,24,1,1,2063,2,0,1
18,F,Branca,3ano,matutino,4.45,5.76,1,14,0,0,960,1,2,0
15,F,Parda,1ano,matutino,6.04,6.29,0,15,0,1,655,0,0,0
16,M,Parda,2ano,vespertino,5.23,6.82,0,15,0,0,1955,1,1,0
18,M,Parda,1ano,matutino,5.65,8.15,3,20,1,0,901,3,2,0
16,F,Branca,2ano,matutino,3.23,3.86,0,9,0,0,1661,3,0,1
16,M,Parda,1ano,vespertino,6.67,6.83,1,14,0,0,979,1,0,0
16,F,Parda,2ano,noturno,7.2,3.66,0,12,0,0,1288,0,1,0
18,F,Branca,2ano,vespertino,7.92,9.73,2,14,1,0,3402,0,3,0
18,M,Branca,2ano,matutino,4.84,6.1,2,22,1,1,2519,0,0,1
16,M,Parda,2ano,matutino,6.74,6.27,0,5,0,0,3813,2,0,0
17,F,Parda,3ano,matutino,7.97,4.1,0,5,0,0,1596,2,0,0
17,M,Parda,3ano,matutino,6.77,4.19,0,14,0,1,500,3,1,0
16,F,Preta,2ano,vespertino,4.71,5.15,0,10,0,1,700,1,3,1
16,M,Indígena,2ano,matutino,7.63,8.12,0,8,0,0,500,1,3,0
17,M,Parda,3ano,noturno,8.71,9.88,0,14,0,0,2527,0,2,0
15,F,Branca,1ano,vespertino,6.29,4.27,0,5,0,0,1226,1,0,0
15,M,Branca,1ano,vespertino,6.74,6.58,0,6,0,0,3319,2,0,0
16,M,Parda,1ano,noturno,3.89,1.15,1,22,0,1,2780,0,1,1
17,M,Preta,2ano,vespertino,5.07,9.73,1,16,0,0,1095,2,2,0
17,M,Preta,2ano,noturno,7.91,3.61,1,17,0,1,4898,1,1,1
17,F,Parda,3ano,noturno,6.05,6.65,0,12,0,0,2610,0,2,0
17,F,Parda,2ano,vespertino,4.24,9.08,1,21,0,1,1293,0,2,1
15,M,Branca,1ano,matutino,8.8,3.12,0,17,0,0,1716,3,0,0
18,F,Branca,3ano,matutino,8.1,4.86,1,13,0,0,3756,0,1,0
17,M,Branca,3ano,noturno,5.43,7.76,0,14,0,1,1733,1,1,0
17,F,Branca,1ano,matutino,10.0,4.0,2,9,1,0,711,1,3,1
17,F,Parda,1ano,noturno,5.04,3.67,2,12,1,0,500,1,2,1
15,F,Branca,1ano,matutino,2.81,7.79,0,10,0,0,980,1,3,0
16,F,Parda,1ano,vespertino,5.7,6.73,1,17,0,0,703,1,1,0
16,F,Parda,1ano,matutino,2.93,4.53,1,16,0,1,1427,0,1,1
17,F,Parda,3ano,noturno,7.02,10.0,0,15,0,1,802,0,0,0
16,F,Preta,2ano,matutino,8.84,1.33,0,17,0,1,891,2,1,1
17,F,Parda,2ano,matutino,4.44,2.61,1,12,0,0,3197,2,1,1
20,M,Parda,3ano,noturno,5.17,7.88,3,18,1,0,4558,3,1,0
16,F,Parda,2ano,matutino,4.99,2.7,0,16,0,1,650,1,2,1
19,F,Branca,3ano,matutino,5.29,4.99,2,16,1,0,909,0,0,1
17,F,Parda,3ano,noturno,5.75,8.01,0,14,0,1,1008,2,3,0
16,F,Preta,2ano,noturno,4.66,2.43,0,10,0,1,1557,3,0,1
18,M,Parda,2ano,matutino,7.25,6.94,2,21,1,1,1596,0,3,1
20,M,Branca,3ano,vespertino,3.87,6.59,3,19,1,0,807,1,0,1
18,M,Branca,3ano,matutino,6.53,6.12,1,14,0,0,1822,1,0,0
19,M,Branca,3ano,matutino,7.67,10.0,2,17,1,0,837,1,2,0
15,F,Parda,1ano,vespertino,4.04,7.03,0,10,0,0,899,1,0,0
17,M,Parda,3ano,matutino,2.82,6.92,0,9,0,0,585,3,1,0
16,M,Branca,2ano,vespertino,3.49,6.81,0,11,0,1,2774,3,2,0
15,M,Branca,1ano,matutino,5.18,4.1,0,19,0,0,2507,0,2,0
17,F,Parda,2ano,noturno,3.49,7.73,1,18,0,1,1599,2,2,0
17,M,Preta,2ano,vespertino,9.01,6.61,1,16,0,1,2059,0,0,0
17,M,Branca,1ano,matutino,5.95,4.45,2,19,1,0,2941,0,2,1
19,F,Parda,2ano,noturno,4.6,5.52,3,25,1,1,2211,1,1,1
17,M,Branca,3ano,noturno,4.45,4.86,0,17,0,1,2169,3,1,1
15,F,Branca,1ano,matutino,7.66,4.55,0,11,0,0,859,1,2,0
18,F,Branca,2ano,noturno,8.18,6.11,2,27,1,1,500,1,1,1
18,M,Branca,2ano,matutino,5.11,4.43,2,16,1,0,643,1,0,1
16,F,Branca,1ano,matutino,6.43,5.04,1,12,0,0,7016,1,3,0
18,F,Branca,3ano,matutino,7.0,5.53,1,7,0,0,1002,2,1,0
18,M,Branca,3ano,matutino,6.92,4.97,1,15,0,1,4361,1,3,1
15,M,Preta,1ano,vespertino,7.35,4.83,0,8,0,0,1869,0,1,0
17,M,Preta,3ano,vespertino,8.12,6.61,0,7,0,1,1183,1,1,0
17,M,Parda,3ano,noturno,7.26,6.78,0,18,0,1,588,0,3,0
15,M,Branca,1ano,matutino,5.01,3.93,0,6,0,0,690,0,2,0
18,F,Branca,3ano,matutino,5.38,1.6,1,19,0,0,1090,1,0,0
15,M,Parda,1ano,matutino,3.01,6.4,0,15,0,1,1088,3,1,0
17,F,Branca,3ano,matutino,6.38,4.74,0,7,0,1,1876,1,1,0
16,F,Parda,2ano,noturno,6.24,6.64,0,14,0,1,704,2,2,0
17,F,Parda,2ano,vespertino,5.05,7.11,1,14,0,0,725,0,1,0
15,F,Branca,1ano,noturno,6.6,7.7,0,18,0,1,2435,1,1,0
17,F,Branca,3ano,vespertino,5.13,0.0,0,12,0,1,5535,0,2,0
15,F,Parda,1ano,matutino,4.33,9.1,0,7,0,0,1297,1,0,0
15,M,Parda,1ano,matutino,8.47,4.22,0,11,0,0,1728,2,2,0
15,M,Parda,1ano,matutino,4.91,2.69,0,9,0,0,1077,0,1,0
19,M,Branca,3ano,noturno,5.82,3.91,2,21,1,1,1151,0,3,1
15,M,Parda,1ano,matutino,7.34,1.7,0,19,0,1,1023,0,2,0
18,M,Parda,3ano,matutino,3.97,7.04,1,12,0,0,916,0,0,0
17,F,Parda,2ano,vespertino,6.37,8.16,1,14,0,0,1889,2,3,0
16,M,Branca,1ano,matutino,4.16,4.43,1,24,0,1,1985,1,0,1
16,F,Parda,1ano,vespertino,7.21,7.4,1,18,0,0,997,3,1,0
15,F,Branca,1ano,matutino,10.0,6.51,0,14,0,1,765,0,2,0
18,M,Branca,2ano,vespertino,7.97,6.46,2,14,1,1,827,3,2,0
18,M,Parda,3ano,matutino,8.52,2.2,1,10,0,0,2041,2,2,0
16,F,Amarela,1ano,noturno,7.1,6.62,1,9,0,0,637,2,1,0
17,M,Amarela,3ano,vespertino,9.48,7.99,0,9,0,0,537,2,2,0
16,M,Parda,1ano,matutino,1.95,4.44,1,12,0,0,1519,0,1,1
17,M,Parda,3ano,noturno,6.66,8.52,0,7,0,0,1148,2,2,0
19,M,Branca,3ano,noturno,7.95,7.43,2,20,1,0,1084,0,1,0
17,F,Preta,3ano,vespertino,5.47,10.0,0,10,0,1,2360,0,0,0
16,M,Parda,2ano,noturno,7.32,5.08,0,17,0,1,1162,0,2,0
17,M,Parda,3ano,noturno,4.9,7.64,0,20,0,1,717,1,1,0
15,F,Parda,1ano,matutino,8.85,7.67,0,7,0,0,1389,0,0,0
15,F,Preta,1ano,matutino,6.02,4.52,0,8,0,0,719,2,2,0
17,M,Parda,1ano,matutino,5.53,1.81,2,22,1,1,2460,2,2,1
17,M,Branca,2ano,vespertino,4.66,4.46,1,14,0,0,1233,1,0,1
17,M,Preta,3ano,noturno,6.19,7.98,0,22,0,1,532,2,2,1
16,M,Branca,2ano,vespertino,9.06,7.48,0,17,0,1,1372,0,3,0
17,M,Branca,3ano,matutino,8.36,6.91,0,14,0,1,641,1,3,0
15,F,Branca,1ano,noturno,4.37,7.1,0,18,0,1,2757,1,0,0
17,M,Branca,3ano,vespertino,6.27,7.08,0,12,0,0,1119,1,3,0
16,F,Parda,1ano,matutino,7.0,4.65,1,8,0,0,2005,1,0,0
15,M,Parda,1ano,noturno,5.64,7.57,0,17,0,1,739,0,2,0
16,M,Parda,2ano,matutino,6.45,4.12,0,12,0,0,1038,1,1,0
17,F,Branca,3ano,vespertino,8.45,5.37,0,7,0,0,1688,1,2,0
16,F,Branca,2ano,vespertino,5.84,5.05,0,19,0,1,1068,0,1,0
15,F,Parda,1ano,noturno,6.98,8.61,0,11,0,1,593,0,3,0
16,M,Branca,2ano,matutino,8.22,4.78,0,8,0,0,2152,1,1,0
16,F,Branca,1ano,matutino,7.55,5.03,1,14,0,0,1519,0,1,0
17,F,Branca,3ano,vespertino,6.38,6.12,0,10,0,1,512,1,1,0
17,M,Branca,2ano,noturno,8.93,5.5,1,13,0,0,906,0,1,0
15,M,Parda,1ano,matutino,4.62,3.41,0,11,0,0,628,0,2,1
15,M,Branca,1ano,matutino,2.77,7.78,0,6,0,0,821,2,0,0
16,F,Parda,1ano,noturno,6.74,1.44,1,26,0,1,844,2,1,1
19,F,Parda,3ano,noturno,9.88,6.8,2,17,1,1,1002,0,1,0
16,M,Parda,2ano,matutino,10.0,8.07,0,23,0,1,500,0,1,0
20,F,Parda,3ano,matutino,4.32,4.31,3,17,1,0,869,1,1,1
16,F,Parda,2ano,vespertino,4.97,4.12,0,12,0,0,2619,0,1,0
16,F,Amarela,2ano,vespertino,2.66,3.23,0,9,0,0,4813,1,1,1
15,M,Branca,1ano,vespertino,6.33,4.13,0,9,0,1,500,3,3,1
18,M,Parda,3ano,noturno,7.48,2.8,1,10,0,0,2872,2,2,0
15,F,Branca,1ano,matutino,4.17,9.52,0,11,0,0,7249,0,2,0
16,F,Parda,2ano,noturno,5.21,3.47,0,24,0,1,1035,1,1,1
17,M,Parda,2ano,matutino,8.77,6.99,1,20,0,1,1823,0,2,0
16,M,Branca,2ano,noturno,9.98,9.65,0,12,0,1,2729,2,3,0
17,F,Parda,3ano,matutino,7.77,0.87,0,12,0,0,855,0,0,0
16,M,Branca,1ano,matutino,5.0,7.83,1,7,0,0,2592,2,0,0
16,F,Parda,2ano,matutino,9.59,4.0,0,16,0,0,1040,2,0,0
16,F,Parda,2ano,matutino,7.13,6.37,0,8,0,0,2607,1,1,0
16,F,Branca,2ano,matutino,5.31,5.24,0,11,0,0,4078,1,0,0
15,M,Parda,1ano,vespertino,4.85,4.16,0,14,0,0,3317,0,1,1
15,M,Parda,1ano,noturno,1.51,5.37,0,16,0,1,942,1,2,1
15,F,Branca,1ano,vespertino,9.51,4.97,0,8,0,0,1956,3,0,0
15,F,Parda,1ano,vespertino,10.0,8.23,0,11,0,0,833,1,1,0
16,M,Branca,2ano,matutino,5.99,4.82,0,16,0,1,500,1,2,0
17,F,Branca,2ano,noturno,7.32,6.11,1,20,0,0,1015,1,0,0
16,M,Branca,2ano,matutino,5.92,5.24,0,16,0,1,2331,1,0,0
16,F,Parda,2ano,matutino,6.46,4.49,0,12,0,1,974,3,1,0
18,M,Branca,2ano,matutino,3.88,6.27,2,12,1,0,3884,1,0,1
15,M,Parda,1ano,matutino,6.95,7.07,0,6,0,0,1289,1,0,0
16,M,Parda,2ano,vespertino,9.85,5.11,0,16,0,1,514,3,2,0
17,F,Parda,1ano,matutino,5.97,9.99,2,16,1,1,973,1,2,0
17,M,Parda,1ano,matutino,5.38,7.29,2,17,1,0,726,2,3,0
16,F,Branca,2ano,noturno,8.24,7.56,0,13,0,1,3477,2,1,0
16,F,Branca,2ano,matutino,4.69,7.31,0,9,0,0,1815,1,0,0
15,F,Parda,1ano,vespertino,5.46,10.0,0,9,0,0,1153,0,0,0
16,F,Parda,2ano,matutino,5.34,7.54,0,22,0,1,2199,1,1,1
17,M,Branca,2ano,noturno,5.04,9.6,1,19,0,1,653,0,0,0
17,F,Branca,2ano,vespertino,4.29,7.41,1,12,0,0,500,2,1,0
17,M,Branca,2ano,matutino,7.66,5.36,1,11,0,0,500,2,2,0
16,F,Branca,2ano,noturno,9.05,2.56,0,11,0,1,500,2,3,1
16,M,Parda,1ano,matutino,7.73,7.23,1,13,0,1,518,1,1,0
17,F,Preta,3ano,matutino,10.0,3.13,0,13,0,1,1903,2,1,0
18,F,Preta,2ano,vespertino,7.74,6.08,2,20,1,1,2173,1,0,1
16,F,Branca,2ano,vespertino,6.22,5.83,0,7,0,0,605,0,3,0
16,F,Parda,2ano,matutino,5.62,5.71,0,12,0,0,500,0,0,0
15,M,Branca,1ano,matutino,6.3,7.71,0,13,0,1,876,2,0,0
16,M,Parda,2ano,matutino,8.0,3.54,0,13,0,0,1807,2,0,0
17,M,Branca,3ano,vespertino,6.65,7.8,0,10,0,1,2361,1,2,0
17,F,Parda,3ano,noturno,8.49,3.41,0,11,0,1,1472,0,2,1
17,M,Parda,3ano,matutino,4.53,7.87,0,9,0,0,541,3,0,0
16,M,Parda,2ano,noturno,5.56,6.26,0,17,0,1,2169,2,0,0
16,M,Branca,2ano,matutino,6.96,7.24,0,15,0,1,1661,2,2,0
17,F,Parda,3ano,noturno,4.23,9.94,0,15,0,1,2190,2,2,1
16,F,Branca,1ano,noturno,6.97,3.51,1,12,0,1,594,0,1,0
18,F,Parda,3ano,vespertino,1.68,2.24,1,13,0,0,1827,2,1,0
16,M,Parda,2ano,matutino,7.47,6.86,0,15,0,1,2427,2,0,0
15,F,Branca,1ano,matutino,5.04,4.45,0,16,0,0,500,2,0,0
16,M,Branca,1ano,matutino,5.56,8.21,1,20,0,1,740,3,2,0
17,F,Parda,3ano,vespertino,4.69,4.03,0,12,0,0,500,0,2,0
15,F,Branca,1ano,noturno,6.03,7.67,0,12,0,1,632,0,0,0
15,M,Parda,1ano,matutino,4.3,6.48,0,16,0,0,1115,3,2,0
18,F,Parda,1ano,matutino,4.26,4.42,3,18,1,0,500,2,0,1
15,M,Parda,1ano,matutino,6.74,8.34,0,8,0,0,2950,0,0,0
15,M,Parda,1ano,vespertino,0.65,3.84,0,5,0,0,2984,3,3,1
17,M,Branca,3ano,vespertino,5.16,6.09,0,23,0,1,1091,0,2,0
15,M,Branca,1ano,matutino,7.41,4.47,0,13,0,0,716,1,0,0
17,M,Parda,3ano,noturno,4.64,7.04,0,18,0,1,1170,0,1,0
17,M,Parda,3ano,matutino,7.98,6.72,0,11,0,0,3894,3,2,0
16,F,Branca,2ano,vespertino,3.29,5.84,0,10,0,0,1997,3,1,0
15,F,Parda,1ano,matutino,3.69,2.93,0,16,0,1,500,0,0,1
17,F,Parda,2ano,matutino,2.47,5.32,1,15,0,0,500,2,1,0
15,M,Parda,1ano,vespertino,2.75,4.21,0,18,0,1,587,0,3,1
17,F,Branca,1ano,vespertino,3.97,4.98,2,16,1,0,1170,3,0,1
17,F,Preta,3ano,matutino,7.18,4.74,0,18,0,1,500,3,1,0
18,M,Parda,3ano,noturno,3.59,8.52,1,20,0,1,1027,2,0,0
17,F,Parda,3ano,vespertino,5.27,5.98,0,10,0,0,500,0,2,0
17,F,Branca,1ano,matutino,3.11,7.16,2,15,1,0,1219,0,2,1
17,F,Parda,2ano,noturno,6.49,8.15,1,19,0,1,1442,1,1,0
16,M,Preta,2ano,noturno,4.18,3.72,0,16,0,0,4737,1,0,1
17,M,Preta,2ano,matutino,8.29,10.0,1,19,0,1,1090,1,2,0
16,M,Branca,2ano,noturno,6.49,5.83,0,12,0,0,912,2,1,0
15,F,Branca,1ano,noturno,2.68,2.44,0,19,0,0,3522,0,1,0
15,F,Parda,1ano,matutino,1.69,6.48,0,13,0,0,2043,1,1,0
17,M,Branca,2ano,vespertino,5.76,6.51,1,13,0,0,1254,0,0,0
15,M,Branca,1ano,matutino,3.84,4.08,0,12,0,0,950,0,0,1
15,M,Parda,1ano,vespertino,6.38,10.0,0,9,0,0,4725,1,1,0
18,F,Branca,3ano,noturno,6.47,2.33,1,11,0,0,674,2,0,0
18,M,Parda,3ano,matutino,7.0,6.51,1,11,0,0,500,0,2,0
16,M,Branca,2ano,vespertino,7.7,6.54,0,13,0,1,1039,0,0,0
17,F,Branca,3ano,matutino,5.07,8.26,0,11,0,0,941,2,2,0
19,M,Parda,3ano,vespertino,8.07,7.63,2,13,1,0,3179,1,0,0
15,F,Parda,1ano,noturno,3.16,5.27,0,13,0,0,1372,0,0,0
18,M,Preta,2ano,matutino,7.45,3.92,2,19,1,1,2520,1,2,1
17,F,Branca,2ano,vespertino,5.36,7.47,1,17,0,0,500,0,2,0
15,F,Parda,1ano,matutino,8.56,5.05,0,12,0,1,927,1,0,0
17,M,Parda,3ano,vespertino,9.34,7.23,0,15,0,1,3946,2,0,0
16,M,Preta,2ano,vespertino,8.32,5.33,0,11,0,0,511,2,0,0
16,F,Branca,2ano,vespertino,8.32,5.78,0,4,0,0,969,0,2,0
16,F,Parda,1ano,matutino,6.0,9.63,1,13,0,0,2371,2,1,0
15,M,Branca,1ano,vespertino,0.36,3.23,0,11,0,0,809,0,0,1
18,F,Parda,3ano,vespertino,8.48,4.13,1,15,0,1,2266,2,3,1
16,M,Branca,1ano,vespertino,6.24,6.92,1,12,0,0,747,2,1,0
16,F,Parda,1ano,vespertino,7.8,4.2,1,11,0,0,1176,3,0,0
15,F,Parda,1ano,noturno,5.48,9.01,0,16,0,1,2073,0,2,0
17,M,Branca,2ano,matutino,7.22,0.0,1,24,0,1,506,0,0,1
17,F,Branca,2ano,matutino,8.48,2.92,1,13,0,0,631,1,0,0
17,M,Parda,2ano,noturno,4.61,5.52,1,17,0,1,2518,0,1,0
15,F,Branca,1ano,matutino,7.16,7.31,0,8,0,0,645,1,0,0
15,M,Branca,1ano,noturno,6.01,4.99,0,11,0,1,1340,0,1,1
17,F,Branca,3ano,vespertino,6.77,6.14,0,9,0,0,2641,2,2,0
16,F,Parda,2ano,noturno,6.58,8.82,0,16,0,1,1304,2,2,0
16,F,Parda,2ano,vespertino,8.49,7.95,0,5,0,0,1507,1,2,0
16,M,Parda,2ano,noturno,4.72,5.39,0,12,0,0,4186,2,0,0
17,M,Branca,3ano,vespertino,6.28,6.28,0,10,0,1,7635,0,1,0
15,F,Parda,1ano,vespertino,6.21,4.94,0,15,0,1,1351,1,2,0
15,M,Parda,1ano,matutino,6.57,10.0,0,6,0,0,863,1,1,0
16,F,Preta,2ano,matutino,3.51,3.26,0,13,0,0,2360,0,0,1
15,F,Branca,1ano,matutino,6.81,4.7,0,7,0,0,651,0,0,0
19,F,Parda,3ano,noturno,8.45,8.04,2,14,1,0,3464,0,0,1
16,M,Parda,2ano,matutino,5.2,5.94,0,16,0,0,782,1,0,0
17,M,Parda,3ano,noturno,3.26,8.9,0,9,0,0,863,0,3,0
17,M,Branca,3ano,vespertino,7.4,10.0,0,11,0,0,533,3,1,0
16,F,Parda,2ano,matutino,4.62,6.63,0,17,0,1,614,0,1,1
17,M,Branca,3ano,noturno,3.14,5.16,0,14,0,1,3116,1,2,0
16,F,Branca,2ano,matutino,6.03,2.74,0,10,0,0,1593,2,1,1
17,F,Parda,3ano,vespertino,3.39,3.07,0,8,0,0,1162,0,2,1
15,F,Parda,1ano,vespertino,3.23,0.68,0,7,0,0,6249,1,0,1
19,F,Parda,2ano,matutino,7.66,5.76,3,21,1,0,1332,2,2,1
16,F,Branca,2ano,matutino,6.03,9.16,0,9,0,0,1195,3,3,0
16,M,Branca,1ano,vespertino,3.4,3.74,1,12,0,0,500,1,2,1
16,F,Parda,2ano,matutino,4.93,7.3,0,13,0,1,634,2,0,0
17,F,Parda,3ano,noturno,10.0,7.06,0,7,0,0,573,2,2,0
16,F,Parda,2ano,vespertino,5.75,3.27,0,9,0,0,700,0,0,0
17,M,Parda,1ano,matutino,5.65,7.8,2,20,1,0,833,1,1,0
16,F,Branca,1ano,matutino,3.69,5.79,1,18,0,1,964,2,0,0
15,M,Branca,1ano,matutino,6.03,9.66,0,14,0,1,2120,1,3,0
15,F,Parda,1ano,noturno,3.5,5.16,0,16,0,1,1187,0,0,0
19,M,Parda,3ano,vespertino,2.86,9.23,2,23,1,1,5067,2,2,1
16,F,Parda,2ano,matutino,6.43,0.5,0,8,0,0,2006,1,2,0
16,M,Branca,1ano,vespertino,3.22,6.42,1,12,0,0,688,2,0,0
17,M,Branca,2ano,vespertino,6.45,1.15,1,23,0,1,1740,0,1,1
15,F,Branca,1ano,vespertino,9.57,1.51,0,8,0,0,1367,1,1,0
15,F,Parda,1ano,matutino,7.18,6.57,0,6,0,0,3704,1,1,0
17,M,Branca,2ano,matutino,2.89,2.3,1,15,0,0,2337,0,0,1
16,F,Parda,2ano,matutino,4.35,2.22,0,14,0,1,1279,1,0,1
18,F,Branca,3ano,vespertino,3.69,4.41,1,20,0,1,4909,0,0,1
17,F,Branca,2ano,vespertino,5.82,6.83,1,11,0,0,1892,1,1,0
16,M,Branca,2ano,matutino,6.86,6.87,0,11,0,0,1960,3,0,0
17,F,Branca,3ano,matutino,3.07,6.38,0,6,0,0,4033,2,0,0
18,M,Branca,3ano,vespertino,6.08,6.1,1,12,0,0,2405,3,1,0
20,F,Branca,3ano,matutino,8.29,3.29,3,19,1,0,1440,1,0,1
18,M,Parda,3ano,vespertino,6.13,2.94,1,13,0,0,1138,0,0,0
18,F,Parda,3ano,matutino,4.85,8.23,1,24,0,1,500,0,2,1
18,M,Parda,3ano,matutino,8.13,5.8,1,18,0,1,500,1,0,0
18,M,Parda,1ano,vespertino,8.53,7.02,3,13,1,0,1103,1,2,0
17,F,Branca,3ano,matutino,6.14,5.12,0,7,0,0,777,1,0,0
16,F,Parda,2ano,vespertino,5.42,5.77,0,8,0,0,1230,2,3,0
16,F,Parda,2ano,matutino,6.49,6.94,0,10,0,0,2734,0,1,0
17,F,Parda,2ano,matutino,9.01,5.95,1,18,0,1,653,0,2,0
17,M,Parda,3ano,vespertino,4.23,3.48,0,11,0,0,500,3,1,1
17,F,Branca,3ano,matutino,6.8,4.53,0,9,0,0,500,1,0,0
15,M,Branca,1ano,vespertino,8.91,1.68,0,23,0,1,551,1,2,1
18,M,Branca,3ano,noturno,8.16,6.86,1,16,0,1,500,0,1,0
18,M,Branca,3ano,noturno,1.71,4.21,1,13,0,1,1254,1,1,1
15,M,Parda,1ano,matutino,6.18,6.0,0,8,0,0,4151,2,2,0
15,M,Preta,1ano,matutino,7.49,3.94,0,8,0,0,1981,3,0,0
15,M,Branca,1ano,matutino,7.59,5.69,0,12,0,1,2102,0,0,0
18,F,Branca,3ano,noturno,8.98,9.38,1,9,0,0,1444,2,1,0
17,F,Branca,2ano,matutino,3.66,4.83,1,18,0,1,500,0,1,1
17,M,Branca,3ano,matutino,5.23,6.2,0,7,0,0,7277,2,3,0
16,M,Parda,2ano,vespertino,6.92,7.87,0,12,0,0,939,2,1,0
17,M,Branca,3ano,matutino,6.6,7.68,0,6,0,0,2254,0,2,0
19,F,Parda,2ano,vespertino,9.82,4.59,3,32,1,0,500,2,0,1
18,M,Parda,3ano,vespertino,3.74,8.49,1,17,0,1,1128,3,1,0
16,F,Parda,1ano,vespertino,8.19,7.69,1,8,0,0,1056,2,1,0
18,M,Branca,2ano,vespertino,6.88,6.61,2,19,1,1,978,1,3,1
19,F,Branca,3ano,matutino,5.38,0.96,2,13,1,0,500,0,1,1
17,F,Parda,3ano,vespertino,6.54,7.52,0,10,0,1,1420,0,1,0
17,M,Branca,3ano,vespertino,6.75,6.74,0,14,0,0,3215,0,2,0
17,F,Branca,1ano,matutino,2.25,8.5,2,17,1,0,6501,0,3,1
16,F,Branca,2ano,noturno,6.14,7.9,0,17,0,1,4532,0,2,0
15,M,Parda,1ano,noturno,7.15,6.92,0,15,0,0,3333,2,1,0
18,F,Parda,1ano,noturno,8.04,3.03,3,20,1,1,4755,0,3,1
16,M,Preta,2ano,vespertino,6.36,1.31,0,11,0,0,5222,2,3,0
17,F,Parda,3ano,matutino,7.05,7.6,0,6,0,0,578,3,1,0
18,M,Preta,3ano,matutino,6.89,7.76,1,17,0,1,1482,1,1,0
17,F,Preta,3ano,matutino,6.63,4.56,0,7,0,0,500,0,0,0
18,F,Branca,3ano,matutino,6.19,4.33,1,20,0,1,1864,2,1,1
19,F,Branca,3ano,matutino,6.52,4.17,2,23,1,1,995,3,2,1
15,M,Parda,1ano,matutino,7.65,4.94,0,9,0,0,1070,0,1,0
15,M,Preta,1ano,matutino,4.47,4.71,0,17,0,1,973,0,0,1
18,F,Parda,2ano,noturno,4.82,6.69,2,19,1,0,500,2,1,1
18,F,Branca,3ano,matutino,5.47,4.92,1,17,0,0,500,0,0,0
15,F,Branca,1ano,vespertino,5.38,3.26,0,17,0,1,2403,1,2,0
19,F,Preta,2ano,noturno,4.42,7.58,3,17,1,0,706,0,2,1
16,F,Branca,2ano,vespertino,6.24,6.08,0,13,0,1,2747,2,1,0
16,F,Preta,1ano,matutino,6.51,8.28,1,14,0,0,1065,0,1,0
18,F,Branca,2ano,vespertino,8.9,6.53,2,12,1,0,500,1,2,0
18,M,Preta,3ano,noturno,4.51,5.21,1,11,0,0,500,1,1,0
18,F,Branca,2ano,noturno,5.49,3.9,2,19,1,0,708,3,3,1
15,M,Preta,1ano,matutino,10.0,9.66,0,17,0,1,577,0,2,0
19,F,Parda,3ano,matutino,4.23,6.36,2,13,1,1,1129,1,1,1
16,M,Parda,1ano,vespertino,7.1,5.38,1,14,0,0,1482,2,1,0
17,F,Branca,3ano,matutino,3.57,3.7,0,14,0,0,1590,1,1,1
16,F,Branca,1ano,noturno,6.51,2.7,1,18,0,1,1454,3,1,1
17,F,Branca,2ano,vespertino,5.79,4.84,1,15,0,0,2458,0,0,0
19,M,Parda,2ano,noturno,7.24,9.12,3,25,1,1,2703,1,1,1
16,F,Branca,1ano,noturno,5.64,8.0,1,12,0,0,576,2,0,0
17,M,Parda,3ano,vespertino,7.35,1.74,0,12,0,0,500,1,1,0
15,M,Branca,1ano,noturno,6.93,3.92,0,22,0,1,704,0,0,1
15,F,Parda,1ano,vespertino,10.0,4.64,0,10,0,1,1295,0,3,0
15,M,Branca,1ano,matutino,4.35,5.44,0,20,0,1,796,2,0,0
17,M,Preta,3ano,noturno,3.71,6.8,0,15,0,1,2011,0,2,0
17,F,Branca,3ano,vespertino,5.8,2.78,0,15,0,1,500,0,1,0
17,F,Preta,3ano,noturno,7.16,7.45,0,10,0,0,4291,1,2,0
16,M,Parda,1ano,matutino,7.58,5.05,1,16,0,0,2269,3,2,0
16,F,Branca,2ano,matutino,4.9,6.24,0,10,0,0,890,1,1,0
15,F,Parda,1ano,noturno,9.6,6.57,0,14,0,1,657,1,0,0
16,M,Branca,2ano,matutino,5.9,5.2,0,14,0,1,1073,3,3,0
17,F,Parda,3ano,vespertino,2.94,6.24,0,18,0,0,3035,0,0,0
16,F,Parda,2ano,vespertino,6.38,5.43,0,13,0,0,880,0,0,0
16,M,Parda,2ano,matutino,5.95,6.73,0,6,0,0,761,1,1,0
19,M,Branca,2ano,matutino,5.53,6.53,3,17,1,0,1207,1,0,1
